4065890000806842|09|2019|814
4065890000808277|09|2019|257
4065890000805273|09|2019|354
4065890000802551|09|2019|998
4065890000808582|09|2019|956
4065890000807253|09|2019|900
4065890000808376|09|2019|512
4065890000806248|09|2019|551
4065890000801066|09|2019|685
4065890000803252|09|2019|222
4065890000802163|09|2019|117
4065890000807485|09|2019|506
4065890000804656|09|2019|308
4065890000806438|09|2019|665
4065890000808004|09|2019|691
4065890000808327|09|2019|469
4065890000802775|09|2019|750
4065890000807360|09|2019|698
4065890000800365|09|2019|605
4065890000805265|09|2019|873
4065890000803658|09|2019|837
4065890000805851|09|2019|684
4065890000803161|09|2019|825
4065890000804805|09|2019|904
4065890000801264|09|2019|210
4065890000800431|09|2019|712
4065890000808368|09|2019|436
4065890000803260|09|2019|994
4065890000805877|09|2019|221
4065890000807006|09|2019|328
4065890000804870|09|2019|782
4065890000802445|09|2019|379
4065890000802080|09|2019|954
4065890000801710|09|2019|998
4065890000807774|09|2019|426
4065890000800027|09|2019|267
4065890000805281|09|2019|473
4065890000802288|09|2019|164
4065890000800787|09|2019|609
4065890000800472|09|2019|706
4065890000804425|09|2019|953
4065890000807188|09|2019|254
4065890000800167|09|2019|596
4065890000808061|09|2019|986
4065890000801447|09|2019|351
4065890000807477|09|2019|888
4065890000804672|09|2019|930
4065890000804243|09|2019|318
4065890000800134|09|2019|732
4065890000801785|09|2019|427
4065890000808244|09|2019|855
4065890000808715|09|2019|552
4065890000808434|09|2019|686
4065890000807154|09|2019|205
4065890000800142|09|2019|626
4065890000802361|09|2019|408
4065890000804615|09|2019|399
4065890000803682|09|2019|539
4065890000808228|09|2019|906
4065890000800357|09|2019|790
4065890000800084|09|2019|744
4065890000804284|09|2019|261
4065890000808012|09|2019|995
4065890000800233|09|2019|960
4065890000807337|09|2019|433
4065890000803542|09|2019|716
4065890000805877|09|2019|928
4065890000805174|09|2019|399
4065890000805174|09|2019|170
4065890000801561|09|2019|768
4065890000800340|09|2019|526
4065890000806602|09|2019|678
4065890000805158|09|2019|868
4065890000803880|09|2019|920
4065890000805307|09|2019|856
4065890000800803|09|2019|580
4065890000806156|09|2019|698
4065890000804524|09|2019|459
4065890000800746|09|2019|447
4065890000800761|09|2019|213
4065890000805067|09|2019|470
4065890000801173|09|2019|501
4065890000802817|09|2019|858
4065890000800456|09|2019|439
4065890000803534|09|2019|435
4065890000802353|09|2019|340
4065890000805083|09|2019|603
4065890000801132|09|2019|833
4065890000805141|09|2019|956
4065890000804151|09|2019|507
4065890000802551|09|2019|342
4065890000803401|09|2019|225
4065890000800704|09|2019|292
4065890000800886|09|2019|936
4065890000801033|09|2019|679
4065890000800175|09|2019|768
4065890000803385|09|2019|765
4065890000805661|09|2019|835
4065890000806750|09|2019|326
4065890000802502|09|2019|536
